X1,X2,X3,Year
friend,friend,nn1,1990
keep,keep,vv0,1990
under,under,ii,1990
silent,silent,jj,1990
low,low,jj,1990
do,do,vd0,1990
throw,throw,vv0,1990
waste,waste,nn1_vv0,1990
farm,farm,nn1,1990
effort,effort,nn1,1990
keep,keep,vv0,1990
waste,waste,nn1_vv0,1990
square,square,jj_nn1,1990
foot,foot,nn1,1990
box,box,nn1,1990
do,do,vdi,1990
box,box,nn1,1990
wide,wide,rr@_jj,1990
tall,tall,jj,1990
paper,paper,nn1,1990
paper,paper,nn1,1990
three,three,mc,1990
pound,pound,nn1,1990
paper,paper,nn1,1990
give,give,vvi,1990
content,content,nn1,1990
instance,instance,rex22,1990
box,box,nn1,1990
dry,dry,jj,1990
give,give,vvi,1990
red,red,jj,1990
pound,pound,nn1,1990
box,box,nn1,1990
black,black,jj,1990
plastic,plastic,nn1,1990
do,do,vd0,1990
hole,hole,nn1,1990
little,little,jj,1990
dry,dry,jj,1990
dark,dark,jj,1990
fresh,fresh,jj,1990
moist,moist,jj,1990
three,three,mc,1990
food,food,nn1,1990
glass,glass,nn1,1990
back,back,rp,1990
pat,pat,np1,1990
problem,problem,nn1,1990
tough,tough,jj,1990
tiny,tiny,jj,1990
jump,jump,vv0_nn1,1990
century,century,nnt1,1990
find,find,vv0,1990
lush,lush,jj_nn1@,1990
problem,problem,nn1,1990
resistance,resistance,nn1,1990
owner,owner,nn1,1990
information,information,nn1,1990
center,center,nn1,1990
center,center,nn1,1990
addition,addition,rr22,1990
mouth,mouth,nn1,1990
muscle,muscle,nn1,1990
call,call,vv0,1990
metal,metal,nn1,1990
tiny,tiny,jj,1990
warm,warm,jj,1990
soapy,soapy,jj,1990
down,down,rp_ii@,1990
dust,dust,nn1_vv0@,1990
powder,powder,nn1,1990
powder,powder,nn1,1990
vacuum,vacuum,nn1,1990
vacuum,vacuum,nn1_vv0@,1990
die,die,vv0,1990
do,do,vd0,1990
open,open,jj_vv0,1990
little,little,jj,1990
hard,hard,jj,1990
keep,keep,vv0,1990
center,center,nn1,1990
management,management,nn1,1990
center,center,nn1,1990
area,area,nn1,1990
vacuum,vacuum,vv0@_nn1,1990
do,do,vd0,1990
brief,brief,jj,1990
short,short,jj,1990
amount,amount,nn1,1990
do,do,vdi,1990
job,job,nn1,1990
strong,strong,jj,1990
fair,fair,jj,1990
white,white,np1,1990
hide,hide,vvi,1990
cold,cold,jj_nn1,1990
icy,icy,jj,1990
pride,pride,nn1,1990
deep,deep,jj_nn1@,1990
quiet,quiet,jj,1990
fact,fact,nn1,1990
bulky,bulky,jj,1990
grace,grace,nn1,1990
small,small,jj,1990
refrigerator,refrigerator,nn1,1990
globular,globular,jj,1990
flat,flat,jj_nn1,1990
sticky,sticky,jj,1990
friend,friend,nn1,1990
green,green,jj_nn1,1990
mushy,mushy,jj,1990
cold,cold,jj,1990
long,long,jj,1990
feel,feel,vv0,1990
race,race,nn1,1990
long,long,rr,1990
fear,fear,vv0,1990
president,president,nnb,1990
call,call,vvi,1990
white,white,np1,1990
statement,statement,nn1,1990
president,president,nn1,1990
back,back,rp,1990
look,look,vv0,1990
second,second,nnt1_md,1990
white,white,np1,1990
president,president,nn1,1990
president,president,nn1,1990
do,do,vd0,1990
taste,taste,nn1,1990
white,white,jj,1990
do,do,vd0,1990
black,black,jj,1990
white,white,np1,1990
happy,happy,jj,1990
receive,receive,vvi,1990
box,box,nn1,1990
origin,origin,nn1,1990
small,small,jj,1990
present,present,jj_nn1,1990
low,low,jj,1990
pound,pound,nn1,1990
little,little,jj_da1,1990
value,value,nn1,1990
empty,empty,jj,1990
value,value,nn1,1990
production,production,nn1,1990
long,long,jj,1990
collection,collection,nn1,1990
portion,portion,nn1,1990
effort,effort,nn1,1990
closer,close,rrr,1990
bright,bright,jj,1990
food,food,nn1,1990
box,box,nn1,1990
theme,theme,nn1,1990
under,under,rr21,1990
process,process,nn1,1990
call,call,vv0,1990
president,president,nn1,1990
big,big,jj,1990
little,little,da1_jj,1990
do,do,vd0,1990
humid,humid,jj,1990
large,large,jj,1990
seed,seed,nn1,1990
president,president,nnb,1990
long,long,jj_rr,1990
taste,taste,nn1,1990
yellow,yellow,jj,1990
red,red,jj,1990
white,white,np1,1990
president,president,nn1,1990
yellow,yellow,jj,1990
thumping,thump,vvg_nn1@,1990
ripe,ripe,jj,1990
hard,hard,jj,1990
curly,curly,jj,1990
large,large,jj,1990
thick,thick,jj,1990
close,close,rr_jj,1990
edge,edge,nn1,1990
smooth,smooth,jj,1990
cool,cool,jj_rr@,1990
balance,balance,nn1,1990
stage,stage,nn1,1990
thick,thick,jj,1990
grainy,grainy,jj,1990
ideal,ideal,jj,1990
low,low,jj,1990
taste,taste,vvi,1990
do,do,vd0,1990
faint,faint,jj,1990
cup,cup,nn1,1990
west,west,nd1,1990
look,look,vvi,1990
blue,blue,jj,1990
skirt,skirt,nn1,1990
shirt,shirt,nn1,1990
friend,friend,nn1,1990
afford,afford,vvi,1990
down,down,rp,1990
march,march,npm1,1990
feet,foot,nn2,1990
tall,tall,jj,1990
permission,permission,nn1,1990
review,review,vvi,1990
file,file,nn1,1990
left,leave,vvd_jj_vvn,1990
moment,moment,nn1,1990
past,past,jj_nn1,1990
bitter,bitter,jj,1990
dream,dream,nn1,1990
problem,problem,nn1,1990
march,march,npm1,1990
property,property,nn1,1990
prove,prove,vvi,1990
fact,fact,nn1,1990
life,life,nn1,1990
high,high,jj,1990
school,school,nn1,1990
property,property,nn1,1990
three,three,mc,1990
big,big,jj,1990
beautiful,beautiful,jj,1990
huge,huge,jj,1990
feet,foot,nn2,1990
little,little,jj,1990
property,property,nn1,1990
big,big,jj,1990
area,area,nn1,1990
grass,grass,nn1,1990
fence,fence,nn1,1990
turn,turn,vvi,1990
down,down,rp,1990
edge,edge,nn1,1990
view,view,nn1,1990
back,back,nn1_jj@,1990
straight,straight,rr,1990
down,down,rp,1990
big,big,jj,1990
life,life,nn1,1990
empty,empty,jj,1990
empty,empty,jj,1990
down,down,rp,1990
grass,grass,nn1,1990
imagination,imagination,nn1,1990
work,work,nn1,1990
turn,turn,vvi,1990
back,back,rp_nn1,1990
heal,heal,vvi,1990
left,leave,vvn,1990
tender,tender,jj,1990
tiny,tiny,jj,1990
help,help,nn1,1990
leave,leave,vv0,1990
friend,friend,nn1,1990
business,business,nn1,1990
broken,broken,jj,1990
job,job,nn1,1990
down,down,np1%,1990
fence,fence,nn1,1990
grass,grass,nn1,1990
paint,paint,nn1,1990
pink,pink,nn1@_jj,1990
portion,portion,nn1,1990
break,break,nn1,1990
competition,competition,nn1,1990
kind,kind,nn1,1990
happy,happy,jj,1990
low,low,jj,1990
back,back,rp,1990
harmony,harmony,nn1,1990
area,area,nn1,1990
fortune,fortune,nn1,1990
long,long,rr_jj,1990
straight,straight,jj,1990
giant,giant,jj_nn1,1990
answer,answer,nn1,1990
feet,foot,nn2,1990
travel,travel,vvi,1990
hard,hard,jj,1990
heavy,heavy,jj,1990
landscape,landscape,nn1,1990
property,property,nn1,1990
inch,inch,nnu1,1990
entrance,entrance,nn1,1990
little,little,jj,1990
high,high,rr@_jj,1990
collection,collection,nn1,1990
condition,condition,nn1,1990
opening,open,vvg_nn1,1990
cool,cool,jj,1990
area,area,nn1,1990
cellar,cellar,nn1,1990
hole,hole,nn1,1990
area,area,nn1,1990
hard,hard,jj_rr,1990
miniature,miniature,jj,1990
effect,effect,nn1,1990
construction,construction,nn1,1990
bother,bother,vvi,1990
little,little,jj,1990
sturdy,sturdy,jj,1990
form,form,nn1,1990
little,little,da1,1990
stay,stay,vvi,1990
form,form,nn1,1990
little,little,jj,1990
work,work,nn1,1990
base,base,nn1,1990
giant,giant,jj_nn1,1990
long,long,jj_rr,1990
kind,kind,nn1,1990
wide,wide,jj,1990
silent,silent,jj,1990
landscape,landscape,nn1,1990
heavy,heavy,jj_rr%,1990
borrow,borrow,vvi,1990
small,small,jj,1990
look,look,nn1,1990
wrong,wrong,jj,1990
clear,clear,vvi,1990
edge,edge,nn1,1990
fact,fact,nn1,1990
look,look,vvi,1990
edge,edge,nn1,1990
shallow,shallow,jj,1990
