Word,Register,n,Year
heaven,mag,92,1970.0
heaven,news,5,1970.0
heaven,nf,25,1970.0
heavy,fic,843,1970.0
heavy,mag,393,1970.0
heavy,news,302,1970.0
heavy,nf,146,1970.0
hell,fic,1199,1970.0
hell,mag,145,1970.0
hell,news,29,1970.0
hell,nf,20,1970.0
help,fic,1855,1970.0
help,mag,1020,1970.0
help,news,810,1970.0
help,nf,364,1970.0
hen,fic,49,1970.0
hen,mag,40,1970.0
hen,news,1,1970.0
hen,nf,19,1970.0
hide,fic,280,1970.0
hide,mag,77,1970.0
hide,news,25,1970.0
hide,nf,18,1970.0
high,fic,1578,1970.0
high,mag,1704,1970.0
