Word,Lemma,POS,Year,Register
sound,sound,vvi,1990,fic
see,see,vvi,1990,fic
warm,warm,vvi,1990,fic
look,look,nn1,1990,fic
see,see,vvi,1990,fic
look,look,vv0,1990,fic
listen,listen,vv0,1990,fic
see,see,vvi,1990,fic
talk,talk,vvi,1990,fic
cold,cold,jj,1990,fic
dark,dark,nn1,1990,fic
look,look,vvi,1990,fic
dumb,dumb,jj,1990,fic
talk,talk,vvi,1990,fic
look,look,vv0,1990,fic
see,see,vv0,1990,fic
talk,talk,nn1,1990,fic
see,see,vvi,1990,fic
squawk,squawk,nn1_vv0,1990,fic
scream,scream,nn1_vv0,1990,fic
silent,silent,jj,1990,fic
hear,hear,vvi,1990,fic
see,see,vvi,1990,fic
gaze,gaze,nn1,1990,fic
see,see,vvi,1990,fic
dim,dim,vv0_jj,1990,fic
silky,silky,jj,1990,fic
heat,heat,nn1,1990,fic
black,black,jj,1990,fic
burning,burn,jj_vvg,1990,fic
voice,voice,nn1,1990,fic
see,see,vvi,1990,fic
soft,soft,jj,1990,fic
smooth,smooth,vv0@_jj,1990,fic
rough,rough,jj,1990,fic
see,see,vvi,1990,fic
look,look,vv0,1990,fic
dim,dim,vv0_jj,1990,fic
look,look,nn1_vv0,1990,fic
music,music,nn1,1990,fic
cold,cold,jj_nn1,1990,fic
dim,dim,vv0,1990,fic
black,black,jj_nn1@,1990,fic
dim,dim,jj,1990,fic
see,see,vvi,1990,fic
see,see,vv0,1990,fic
red,red,nn1_jj,1990,fic
scarlet,scarlet,jj,1990,fic
see,see,vv0,1990,fic
dark,dark,jj_nn1,1990,fic
white,white,jj,1990,fic
red,red,jj,1990,fic
sound,sound,nn1,1990,fic
bang,bang,nn1@,1990,fic
see,see,vvi,1990,fic
look,look,vv0,1990,fic
listen,listen,vvi,1990,fic
see,see,vvi,1990,fic
cold,cold,jj_nn1,1990,fic
look,look,vv0,1990,fic
rough,rough,jj,1990,fic
silky,silky,jj,1990,fic
gray,gray,jj,1990,fic
wrinkled,wrinkled,jj,1990,fic
yellow,yellow,jj_nn1@,1990,fic
listen,listen,vvi,1990,fic
noise,noise,nn1,1990,fic
black,black,jj,1990,fic
see,see,vv0,1990,fic
look,look,vv0_nn1,1990,fic
talk,talk,nn1,1990,fic
talk,talk,nn1_vv0,1990,fic
listen,listen,vvi,1990,fic
hear,hear,vvi,1990,fic
dark,dark,nn1_jj,1990,fic
dark,dark,jj_nn1,1990,fic
dark,dark,nn1_jj,1990,fic
watch,watch,nn1,1990,fic
sound,sound,nn1,1990,fic
perfume,perfume,nn1,1990,fic
tender,tender,jj_vv0@,1990,fic
see,see,vv0,1990,fic
look,look,nn1,1990,fic
hustle,hustle,nn1,1990,fic
see,see,vvi,1990,fic
warm,warm,vvi,1990,fic
rumble,rumble,vv0_nn1_np1@,1990,fic
squeak,squeak,vv0_nn1,1990,fic
groan,groan,vv0_nn1,1990,fic
perfume,perfume,nn1,1990,fic
perfume,perfume,nn1,1990,fic
sticky,sticky,jj,1990,fic
sound,sound,nn1,1990,fic
look,look,vvi,1990,fic
see,see,vv0,1990,fic
sound,sound,nn1,1990,fic
thunder,thunder,nn1,1990,fic
golden,golden,jj,1990,fic
see,see,vv0,1990,fic
see,see,vv0,1990,fic
dumb,dumb,jj,1990,fic
music,music,nn1,1990,fic
dark,dark,jj_nn1,1990,fic
dark,dark,jj,1990,fic
sound,sound,nn1,1990,fic
music,music,nn1,1990,fic
sound,sound,vvi,1990,fic
music,music,nn1,1990,fic
