Word,Lemma,POS,Year,Register
bright,bright,np1@_jj,1850,fic
reflection,reflection,nn1,1850,fic
watch,watch,nn1,1850,fic
hear,hear,vvi,1850,fic
see,see,vv0,1850,fic
hot,hot,jj,1850,fic
eye,eye,nn1,1850,fic
ring,ring,nn1_vv0,1850,fic
hear,hear,vvi,1850,fic
white,white,jj,1850,fic
ringing,ring,vvg,1850,fic
hear,hear,vvi,1850,fic
sound,sound,vvi,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
see,see,vvi,1850,fic
hear,hear,vvi,1850,fic
watch,watch,nn1,1850,fic
hear,hear,vvi,1850,fic
soft,soft,jj,1850,fic
soft,soft,jj,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
brown,brown,np1,1850,fic
voice,voice,nn1,1850,fic
polished,polish,vvn,1850,fic
dry,dry,jj,1850,fic
look,look,nn1,1850,fic
brattle,brattle,np1,1850,fic
brattle,brattle,np1,1850,fic
watch,watch,nn1,1850,fic
see,see,vvi,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
see,see,vvi,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
voice,voice,nn1,1850,fic
look,look,vvi,1850,fic
sweet,sweet,jj_nn1@,1850,fic
look,look,vvi,1850,fic
soft,soft,jj,1850,fic
picture,picture,nn1,1850,fic
look,look,vvi,1850,fic
golden,golden,jj,1850,fic
look,look,vv0,1850,fic
picture,picture,nn1,1850,fic
look,look,vvi,1850,fic
gaze,gaze,nn1,1850,fic
red,red,jj_nn1,1850,fic
look,look,nn1,1850,fic
glance,glance,nn1,1850,fic
sight,sight,nn1,1850,fic
glance,glance,nn1,1850,fic
picture,picture,nn1,1850,fic
tender,tender,jj,1850,fic
bell,bell,nn1,1850,fic
watch,watch,nn1_vv0,1850,fic
sound,sound,nn1,1850,fic
see,see,vvi,1850,fic
gray,gray,jj,1850,fic
eye,eye,nn1,1850,fic
dark,dark,jj_nn1,1850,fic
hear,hear,vvi,1850,fic
glance,glance,nn1,1850,fic
talk,talk,vvi,1850,fic
hear,hear,vvi,1850,fic
talk,talk,vvi,1850,fic
bright,bright,jj,1850,fic
white,white,jj,1850,fic
eye,eye,nn1,1850,fic
see,see,vvi,1850,fic
see,see,vvi,1850,fic
soft,soft,jj,1850,fic
see,see,vvi,1850,fic
see,see,vvi,1850,fic
watch,watch,nn1,1850,fic
see,see,vvi,1850,fic
see,see,vvi,1850,fic
ring,ring,vvi,1850,fic
bell,bell,nn1,1850,fic
see,see,vvi,1850,fic
see,see,vv0,1850,fic
see,see,vv0,1850,fic
look,look,vvi,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
sight,sight,nn1,1850,fic
watch,watch,nn1,1850,fic
see,see,vvi,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
black,black,jj,1850,fic
clear,clear,vv0@,1850,fic
black,black,vvi,1850,fic
eye,eye,nn1,1850,fic
loud,loud,rr_jj,1850,fic
see,see,vvi,1850,fic
see,see,vv0,1850,fic
hear,hear,vvi,1850,fic
see,see,vv0,1850,fic
brown,brown,jj,1850,fic
sweet,sweet,jj,1850,fic
voice,voice,nn1,1850,fic
sweet,sweet,jj_nn1@,1850,fic
brown,brown,jj,1850,fic
look,look,vvi,1850,fic
picture,picture,nn1,1850,fic
glance,glance,nn1,1850,fic
red,red,jj_nn1,1850,fic
glance,glance,nn1_vv0,1850,fic
picture,picture,nn1,1850,fic
see,see,vvi,1850,fic
look,look,vvi,1850,fic
see,see,vv0,1850,fic
see,see,vvi,1850,fic
talk,talk,vvi,1850,fic
white,white,jj,1850,fic
voice,voice,nn1,1850,fic
hear,hear,vvi,1850,fic
speak,speak,vv0,1850,fic
hear,hear,vvi,1850,fic
listen,listen,vvi,1850,fic
see,see,vvi,1850,fic
see,see,vv0,1850,fic
see,see,vvi,1850,fic
clear,clear,jj_vv0@_rr@,1850,fic
see,see,vvi,1850,fic
see,see,vvi,1850,fic
sound,sound,rr_jj,1850,fic
see,see,vv0,1850,fic
speak,speak,vvi,1850,fic
see,see,vvi,1850,fic
look,look,vvi,1850,fic
hear,hear,vvi,1850,fic
see,see,vvi,1850,fic
dark,dark,jj_nn1,1850,fic
dark,dark,jj_nn1,1850,fic
speak,speak,vv0,1850,fic
see,see,vvi,1850,fic
look,look,vvi,1850,fic
hymn,hymn,nn1,1850,fic
hymn,hymn,nn1,1850,fic
voice,voice,nn1,1850,fic
hymn,hymn,nn1,1850,fic
voice,voice,nn1,1850,fic
murmur,murmur,vvi,1850,fic
silence,silence,nn1,1850,fic
hymn,hymn,nn1,1850,fic
burning,burning,jj,1850,fic
pale,pale,jj,1850,fic
bell,bell,nn1,1850,fic
hear,hear,vvi,1850,fic
see,see,vvi,1850,fic
see,see,vvi,1850,fic
see,see,vv0,1850,fic
see,see,vvi,1850,fic
picture,picture,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
talk,talk,vvi,1850,fic
green,green,jj,1850,fic
hear,hear,vvi,1850,fic
cold,cold,jj,1850,fic
eye,eye,nn1,1850,fic
speak,speak,vv0,1850,fic
see,see,vvi,1850,fic
crimson,crimson,jj,1850,fic
watch,watch,nn1_vv0,1850,fic
watch,watch,nn1,1850,fic
see,see,vvi,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1_vv0,1850,fic
see,see,vvi,1850,fic
watch,watch,nn1,1850,fic
watch,watch,nn1,1850,fic
hear,hear,vvi,1850,fic
picture,picture,nn1,1850,fic
heat,heat,nn1,1850,fic
speak,speak,vvi,1850,fic
look,look,vvi,1850,fic
bell,bell,np1_nn1,1850,fic
bell,bell,np1_nn1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1_nn1,1850,fic
bell,bell,np1_nn1,1850,fic
bell,bell,np1_nn1,1850,fic
bell,bell,np1,1850,fic
speak,speak,vvi,1850,fic
hear,hear,vvi,1850,fic
voice,voice,nn1,1850,fic
cold,cold,jj,1850,fic
cold,cold,jj,1850,fic
sound,sound,nn1,1850,fic
warm,warm,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
rough,rough,jj,1850,fic
smooth,smooth,jj,1850,fic
see,see,vvi,1850,fic
look,look,vv0,1850,fic
see,see,vvi,1850,fic
look,look,vvi,1850,fic
talk,talk,vvi,1850,fic
see,see,vvi,1850,fic
see,see,vvi,1850,fic
see,see,vvi,1850,fic
ring,ring,nn1,1850,fic
silent,silent,jj,1850,fic
speak,speak,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
white,white,jj,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
radiant,radiant,jj,1850,fic
burning,burning,jj,1850,fic
hot,hot,jj,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
smooth,smooth,jj,1850,fic
bright,bright,jj,1850,fic
cold,cold,jj,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
white,white,jj,1850,fic
look,look,nn1_vv0,1850,fic
look,look,vvi,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
cold,cold,jj,1850,fic
bell,bell,np1,1850,fic
sight,sight,nn1,1850,fic
touch,touch,vvi,1850,fic
hear,hear,vvi,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
hear,hear,vvi,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1_nn1,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
look,look,vvi,1850,fic
see,see,vvi,1850,fic
sight,sight,nn1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
look,look,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
see,see,vv0,1850,fic
rough,rough,jj_vv0@,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
look,look,vvi,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
hot,hot,jj,1850,fic
bell,bell,np1,1850,fic
loud,loud,rr_jj,1850,fic
smooth,smooth,jj,1850,fic
shady,shady,jj,1850,fic
listen,listen,vvi,1850,fic
bell,bell,nn1,1850,fic
bell,bell,nn1,1850,fic
listen,listen,vvi,1850,fic
hear,hear,vvi,1850,fic
wet,wet,jj,1850,fic
dense,dense,jj,1850,fic
sound,sound,nn1,1850,fic
bell,bell,nn1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1_nn1,1850,fic
voice,voice,nn1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
see,see,vvi,1850,fic
bell,bell,np1,1850,fic
bell,bell,np1,1850,fic
