Word,Lemma,POS,Year,Register
picture,picture,nn1,1890,fic
shining,shining,jj_vvg,1890,fic
bright,bright,jj,1890,fic
dark,dark,nn1_jj,1890,fic
tender,tender,jj,1890,fic
white,white,jj,1890,fic
trumpet,trumpet,nn1,1890,fic
hear,hear,vvi,1890,fic
silent,silent,jj,1890,fic
see,see,vv0,1890,fic
hear,hear,vv0,1890,fic
roar,roar,nn1,1890,fic
clear,clear,jj_rr@_vv0@,1890,fic
see,see,vvi,1890,fic
glare,glare,nn1,1890,fic
clear,clear,jj,1890,fic
soft,soft,jj,1890,fic
white,white,jj,1890,fic
noiseless,noiseless,jj,1890,fic
black,black,jj_nn1@,1890,fic
orchestra,orchestra,nn1,1890,fic
perfume,perfume,nn1,1890,fic
bright,bright,jj,1890,fic
sweetness,sweetness,nn1,1890,fic
silence,silence,nn1,1890,fic
shine,shine,vvi,1890,fic
brilliant,brilliant,jj,1890,fic
touch,touch,vvi,1890,fic
bell,bell,nn1,1890,fic
sound,sound,nn1,1890,fic
bell,bell,nn1,1890,fic
touch,touch,vvi,1890,fic
white,white,jj,1890,fic
see,see,vvi,1890,fic
soft,soft,jj,1890,fic
look,look,nn1,1890,fic
see,see,vvi,1890,fic
see,see,vvi,1890,fic
eye,eye,nn1,1890,fic
blue,blue,jj,1890,fic
hot,hot,jj,1890,fic
sweet,sweet,jj,1890,fic
cold,cold,nn1_jj,1890,fic
hot,hot,jj,1890,fic
music,music,nn1,1890,fic
touch,touch,vv0,1890,fic
touch,touch,vv0,1890,fic
clear,clear,jj_rr@,1890,fic
eye,eye,nn1,1890,fic
sweetness,sweetness,nn1,1890,fic
picture,picture,nn1,1890,fic
white,white,jj_nn1@,1890,fic
picture,picture,nn1,1890,fic
loud,loud,jj,1890,fic
sight,sight,nn1,1890,fic
cold,cold,nn1_jj,1890,fic
red,red,jj_nn1,1890,fic
black,black,jj,1890,fic
look,look,nn1,1890,fic
bright,bright,jj,1890,fic
golden,golden,jj,1890,fic
shining,shining,jj_vvg,1890,fic
blue,blue,jj,1890,fic
look,look,nn1,1890,fic
look,look,nn1,1890,fic
soft,soft,jj,1890,fic
voice,voice,nn1,1890,fic
green,green,jj,1890,fic
black,black,jj,1890,fic
look,look,nn1,1890,fic
gray,gray,jj,1890,fic
hoarse,hoarse,jj,1890,fic
whisper,whisper,nn1,1890,fic
brown,brown,jj,1890,fic
glance,glance,nn1,1890,fic
gray,gray,jj,1890,fic
see,see,vvi,1890,fic
ring,ring,nn1_vv0,1890,fic
see,see,vvi,1890,fic
image,image,nn1,1890,fic
eye,eye,nn1,1890,fic
look,look,nn1_vv0,1890,fic
shadow,shadow,nn1,1890,fic
sweet,sweet,jj,1890,fic
dark,dark,jj,1890,fic
brown,brown,jj_nn1@,1890,fic
black,black,jj,1890,fic
look,look,nn1,1890,fic
bright,bright,jj,1890,fic
color,color,nn1,1890,fic
look,look,nn1,1890,fic
silence,silence,nn1,1890,fic
white,white,jj,1890,fic
heat,heat,nn1,1890,fic
crackling,crackle,vvg,1890,fic
roaring,roar,vvg,1890,fic
silent,silent,jj,1890,fic
stench,stench,nn1,1890,fic
see,see,vv0,1890,fic
dark,dark,jj_nn1,1890,fic
see,see,vv0,1890,fic
look,look,vvi,1890,fic
watch,watch,nn1,1890,fic
watch,watch,nn1,1890,fic
suffused,suffuse,vvn_vvd_jj,1890,fic
silent,silent,jj,1890,fic
look,look,vv0_nn1,1890,fic
sight,sight,nn1,1890,fic
see,see,vvi,1890,fic
transparent,transparent,jj,1890,fic
see,see,vv0,1890,fic
see,see,vvi,1890,fic
see,see,vvi,1890,fic
see,see,vvi,1890,fic
speak,speak,vvi,1890,fic
speak,speak,vvi,1890,fic
speak,speak,vvi,1890,fic
blue,blue,jj_nn1@,1890,fic
look,look,nn1,1890,fic
blue,blue,jj,1890,fic
image,image,nn1,1890,fic
look,look,nn1,1890,fic
blue,blue,jj,1890,fic
see,see,vvi,1890,fic
voice,voice,nn1,1890,fic
glance,glance,nn1,1890,fic
soft,soft,jj,1890,fic
pale,pale,jj,1890,fic
watch,watch,nn1,1890,fic
voice,voice,nn1,1890,fic
strident,strident,jj,1890,fic
burning,burning,jj,1890,fic
hear,hear,vvi,1890,fic
see,see,vvi,1890,fic
dark,dark,jj,1890,fic
whisper,whisper,nn1,1890,fic
silent,silent,jj,1890,fic
hear,hear,vvi,1890,fic
silent,silent,jj,1890,fic
song,song,nn1,1890,fic
black,black,jj,1890,fic
white,white,jj,1890,fic
see,see,vvi,1890,fic
look,look,vvi,1890,fic
noiseless,noiseless,jj,1890,fic
silent,silent,jj,1890,fic
dry,dry,jj,1890,fic
sing,sing,vvi,1890,fic
red,red,jj_nn1,1890,fic
roar,roar,nn1,1890,fic
dark,dark,nn1_jj,1890,fic
smoky,smoky,jj,1890,fic
look,look,vvi,1890,fic
dim,dim,jj_vv0,1890,fic
look,look,nn1,1890,fic
talk,talk,nn1,1890,fic
see,see,vvi,1890,fic
bell,bell,nn1,1890,fic
pale,pale,jj,1890,fic
silence,silence,nn1,1890,fic
silence,silence,nn1,1890,fic
look,look,nn1,1890,fic
sound,sound,nn1,1890,fic
see,see,vv0,1890,fic
touch,touch,vvi,1890,fic
sound,sound,rr,1890,fic
see,see,vvi,1890,fic
dull,dull,jj,1890,fic
speak,speak,vvi,1890,fic
voice,voice,nn1,1890,fic
blare,blare,nn1,1890,fic
see,see,vvi,1890,fic
sight,sight,nn1,1890,fic
echo,echo,vvi,1890,fic
ring,ring,vvi,1890,fic
yellow,yellow,jj_nn1@,1890,fic
touch,touch,vv0,1890,fic
eye,eye,nn1,1890,fic
dull,dull,jj,1890,fic
speak,speak,vv0,1890,fic
hot,hot,jj,1890,fic
cold,cold,jj,1890,fic
sweet,sweet,jj_nn1@,1890,fic
behold,behold,vv0,1890,fic
smell,smell,vvi,1890,fic
glimpse,glimpse,nn1,1890,fic
bitter,bitter,jj_nn1@,1890,fic
see,see,vvi,1890,fic
talk,talk,vvi,1890,fic
dark,dark,nn1_jj,1890,fic
silence,silence,nn1,1890,fic
ringing,ring,nn1_vvg,1890,fic
pale,pale,jj_nn1%,1890,fic
bright,bright,jj,1890,fic
hear,hear,vvi,1890,fic
loud,loud,jj_rr,1890,fic
vivid,vivid,jj,1890,fic
dark,dark,jj_nn1,1890,fic
rattle,rattle,nn1,1890,fic
glare,glare,nn1,1890,fic
coldness,coldness,nn1,1890,fic
silent,silent,jj,1890,fic
scent,scent,nn1,1890,fic
bright,bright,jj,1890,fic
sight,sight,nn1,1890,fic
see,see,vv0,1890,fic
loud,loud,jj_rr,1890,fic
voice,voice,nn1,1890,fic
sharp,sharp,jj,1890,fic
pale,pale,jj,1890,fic
strident,strident,jj,1890,fic
voice,voice,nn1,1890,fic
look,look,vv0_nn1,1890,fic
voice,voice,nn1,1890,fic
see,see,vvi,1890,fic
black,black,jj_nn1@,1890,fic
silence,silence,nn1,1890,fic
hear,hear,vvi,1890,fic
voice,voice,nn1,1890,fic
purple,purple,jj_nn1@,1890,fic
burning,burn,vvg_jj,1890,fic
voice,voice,nn1,1890,fic
see,see,vvi,1890,fic
loud,loud,jj_rr,1890,fic
look,look,nn1,1890,fic
voice,voice,nn1,1890,fic
dark,dark,nn1_jj,1890,fic
burning,burn,vvg_jj,1890,fic
murmur,murmur,nn1,1890,fic
look,look,vv0,1890,fic
burning,burning,jj,1890,fic
cold,cold,jj_nn1,1890,fic
look,look,vv0_nn1,1890,fic
touch,touch,vvi,1890,fic
dark,dark,nn1_jj,1890,fic
look,look,vv0,1890,fic
behold,behold,vv0,1890,fic
look,look,vv0,1890,fic
music,music,nn1,1890,fic
see,see,vv0,1890,fic
behold,behold,vvi,1890,fic
see,see,vvi,1890,fic
green,green,jj_nn1,1890,fic
black,black,jj_nn1@,1890,fic
succulent,succulent,jj,1890,fic
tender,tender,jj,1890,fic
see,see,vvi,1890,fic
wet,wet,vvn@_jj,1890,fic
music,music,nn1,1890,fic
perfume,perfume,nn1,1890,fic
burning,burn,vvg_jj,1890,fic
hot,hot,jj,1890,fic
warm,warm,jj,1890,fic
hear,hear,vv0,1890,fic
roar,roar,nn1,1890,fic
behold,behold,vvi,1890,fic
tender,tender,jj_vv0@,1890,fic
white,white,jj,1890,fic
echo,echo,nn1,1890,fic
tender,tender,jj,1890,fic
bright,bright,jj,1890,fic
song,song,nn1,1890,fic
rustle,rustle,nn1,1890,fic
loud,loud,jj,1890,fic
voice,voice,nn1,1890,fic
shout,shout,vvi,1890,fic
bright,bright,jj,1890,fic
shadow,shadow,nn1,1890,fic
soft,soft,jj,1890,fic
look,look,nn1,1890,fic
bright,bright,jj,1890,fic
speak,speak,vvi,1890,fic
black,black,jj,1890,fic
see,see,vvi,1890,fic
tender,tender,jj_vv0@,1890,fic
clear,clear,jj_rr@_vv0@,1890,fic
dim,dim,jj,1890,fic
radiant,radiant,jj,1890,fic
music,music,nn1,1890,fic
speak,speak,vv0,1890,fic
music,music,nn1,1890,fic
piano,piano,nn1,1890,fic
sweet,sweet,jj,1890,fic
