Word,Lemma,POS,Year,Register
roaring,roar,jj@_nn1@,1810,fic
music,music,nn1,1810,fic
dry,dry,jj,1810,fic
dry,dry,jj,1810,fic
look,look,vvi,1810,fic
eye,eye,nn1,1810,fic
yellow,yellow,jj_nn1@,1810,fic
see,see,vvi,1810,fic
speak,speak,vvi,1810,fic
see,see,vvi,1810,fic
clear,clear,jj,1810,fic
voice,voice,nn1,1810,fic
look,look,vv0_nn1,1810,fic
clear,clear,jj,1810,fic
picture,picture,nn1,1810,fic
picture,picture,nn1,1810,fic
look,look,vvi,1810,fic
bitter,bitter,jj,1810,fic
see,see,vvi,1810,fic
cold,cold,jj_rr%,1810,fic
hot,hot,jj,1810,fic
hot,hot,jj,1810,fic
burning,burn,vvg_jj,1810,fic
dry,dry,jj,1810,fic
touch,touch,vvi,1810,fic
see,see,vv0,1810,fic
see,see,vvi,1810,fic
look,look,nn1_vv0,1810,fic
look,look,vv0,1810,fic
clash,clash,vv0,1810,fic
jingle,jingle,vv0@_nn1,1810,fic
bell,bell,nn1@_np1,1810,fic
bell,bell,np1,1810,fic
see,see,vvi,1810,fic
roaring,roar,jj@_nn1@,1810,fic
hear,hear,vv0,1810,fic
see,see,vvi,1810,fic
sunny,sunny,jj,1810,fic
speak,speak,vvi,1810,fic
music,music,nn1,1810,fic
speak,speak,vvi,1810,fic
speak,speak,vv0,1810,fic
white,white,jj,1810,fic
look,look,vv0,1810,fic
white,white,jj,1810,fic
bell,bell,np1,1810,fic
look,look,vv0,1810,fic
see,see,vvi,1810,fic
sharp,sharp,jj_rr@,1810,fic
touch,touch,nn1,1810,fic
eye,eye,nn1,1810,fic
bright,bright,jj,1810,fic
bright,bright,jj,1810,fic
watch,watch,vvi,1810,fic
look,look,nn1,1810,fic
gaze,gaze,nn1,1810,fic
speak,speak,vv0,1810,fic
talk,talk,vvi,1810,fic
hear,hear,vv0,1810,fic
hear,hear,vv0,1810,fic
perfumed,perfumed,jj,1810,fic
shine,shine,vvi,1810,fic
see,see,vv0,1810,fic
see,see,vv0,1810,fic
image,image,nn1,1810,fic
see,see,vv0,1810,fic
black,black,jj,1810,fic
see,see,vv0,1810,fic
see,see,vv0,1810,fic
see,see,vv0,1810,fic
hear,hear,vvi,1810,fic
clear,clear,jj,1810,fic
sound,sound,nn1_jj@,1810,fic
wet,wet,jj_vvn@,1810,fic
eye,eye,nn1,1810,fic
wet,wet,jj,1810,fic
voice,voice,nn1,1810,fic
voice,voice,vv0@_nn1,1810,fic
hear,hear,vvi,1810,fic
hear,hear,vvi,1810,fic
voice,voice,nn1_vv0@,1810,fic
voice,voice,vv0@_nn1,1810,fic
see,see,vv0,1810,fic
delicious,delicious,jj,1810,fic
see,see,vvi,1810,fic
picture,picture,nn1,1810,fic
talk,talk,vv0,1810,fic
see,see,vv0,1810,fic
murmur,murmur,vv0,1810,fic
picture,picture,nn1,1810,fic
murmur,murmur,vv0,1810,fic
look,look,vv0,1810,fic
see,see,vvi,1810,fic
see,see,vvi,1810,fic
hear,hear,vvi,1810,fic
warm,warm,jj,1810,fic
see,see,vvi,1810,fic
see,see,vvi,1810,fic
brilliant,brilliant,jj,1810,fic
music,music,nn1,1810,fic
see,see,vvi,1810,fic
see,see,vvi,1810,fic
music,music,nn1,1810,fic
voice,voice,nn1,1810,fic
voice,voice,nn1,1810,fic
see,see,vvi,1810,fic
see,see,vvi,1810,fic
bell,bell,np1_nn1@,1810,fic
see,see,vvi,1810,fic
rigid,rigid,jj,1810,fic
shadow,shadow,nn1,1810,fic
speak,speak,vvi,1810,fic
rough,rough,jj,1810,fic
warm,warm,jj,1810,fic
smooth,smooth,vv0@,1810,fic
speak,speak,vvi,1810,fic
heat,heat,nn1,1810,fic
sight,sight,nn1,1810,fic
green,green,np1,1810,fic
taste,taste,nn1,1810,fic
green,green,np1,1810,fic
vivid,vivid,jj,1810,fic
acid,acid,nn1,1810,fic
look,look,vvi,1810,fic
cold,cold,nn1_jj,1810,fic
silence,silence,nn1,1810,fic
speak,speak,vv0,1810,fic
look,look,vv0_nn1,1810,fic
eye,eye,nn1,1810,fic
speak,speak,vvi,1810,fic
sweetness,sweetness,nn1,1810,fic
voice,voice,nn1,1810,fic
bright,bright,jj,1810,fic
eye,eye,nn1,1810,fic
see,see,vvi,1810,fic
noise,noise,nn1,1810,fic
see,see,vvi,1810,fic
silence,silence,nn1,1810,fic
gleam,gleam,vv0_nn1,1810,fic
behold,behold,vv0,1810,fic
gaze,gaze,nn1,1810,fic
sweet,sweet,jj,1810,fic
see,see,vvi,1810,fic
warm,warm,jj,1810,fic
shade,shade,nn1,1811,fic
